,Symbol,Company,Ongoing/ One-time,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Amount transferred to Unspent CSR Account for the project (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),States (City/Town/District/Village),Category
9929,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,One-time,MEDICAL SUPPORT,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,24.0,,MUTHOOT PAPPACHAN FOUNDATION,24.0,,,"KERALA,TAMIL NADU",Medical and Health
9932,MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LTD.,One-time,CHEMO TREATMENT WITH GENERAL HOSPITAL,PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,36.0,,MUTHOOT PAPPACHAN FOUNDATION,36.0,,,KERALA (ERNAKULAM),Medical and Health
9940,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,CYCLONE AND OTHERS,DISASTER MANAGEMENT,SCHEDULE VII (XII),,5.0,,,5.0,,,TAMIL NADU (CHENNAI),Medical and Health
9943,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,POOR PATIENTS^ MEDICAL ASSISTANCE,IMPROVING QUALITY OF LIFE,SCHEDULE VII (I),,25.0,,MUTHOOT M.GEORGE FOUNDATION,25.0,,,"ANDAMAN & NICOBAR ISLANDS (ANDAMAN),ANDHRA PRADESH,KARNATAKA,KERALA,LAKSHADWEEP,PUDUCHERRY,TAMIL NADU,TELANGANA",Medical and Health
9944,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,"FOOD DISTRIBUTION, ONE TIME SUPPORT ETC",POVERTY ALLEVIATION,SCHEDULE VII (I),,158.0,,,158.0,,,ALL STATES,Medical and Health
9946,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,POOR PATIENTS^ MEDICAL ASSISTANCE,IMPROVING QUALITY OF LIFE,SCHEDULE VII (I),,557.0,,,557.0,,,ALL STATES,Medical and Health
9947,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,POOR PATIENTS^ MEDICAL ASSISTANCE,IMPROVING QUALITY OF LIFE,SCHEDULE VII (I),,68.0,,MUTHOOT M.GEORGE CHARITABLE TRUST,68.0,,,ALL STATES,Medical and Health
9949,MUTHOOTFIN,MUTHOOT FINANCE LTD.,One-time,DISASTER MANAGEMENT PROGRAMME - COVID 19,DISASTER MANAGEMENT,SCHEDULE VII (XII),,462.0,,,462.0,,,ALL STATES,Medical and Health
9965,NRAIL,N.R.AGARWAL INDUSTRIES LTD.,One-time,COVID-19 RELIEF ACTIVITIES,PROMOTING HEALTH CARE AND RURAL DEVELOPMENT,"SCHEDULE VII (I), SCHEDULE VII (X), SCHEDULE VII (XII)",,5.14,,,5.14,,,MAHARASHTRA (SOLAPUR),Medical and Health
9973,NSIL,NALWA SONS INVESTMENTS LTD.,One-time,OXYGEN SUPPLY TO THE NEEDY PERSONS IN PENDEMIC SITUATION,"DISASTER MANAGEMENT, INCLUDING RELIEF, REHABILITATION AND RECONSTRUCTION ACTIVITIES",SCHEDULE VII (XII),,10.0,,,,JINDAL STAINLESS FOUNDATION,10.0,HARYANA (HISAR),Medical and Health
9974,NSIL,NALWA SONS INVESTMENTS LTD.,One-time,"TREATMENT OF CHILD, BORN WITH DISEASES OF CLUB FOOT",PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,2.0,,,,JINDAL STAINLESS FOUNDATION,2.0,HARYANA (HISAR),Medical and Health
9975,NH,NARAYANA HRUDAYALAYA LTD.,One-time,COVID AWARENESS,(I),"SCHEDULE VII (I), SCHEDULE VII (XII)",,3.42,,,3.42,,,KARNATAKA (GULBARGA),Medical and Health
9977,NH,NARAYANA HRUDAYALAYA LTD.,One-time,NON-COMMUNICABLE DISEASES,(I),SCHEDULE VII (I),,1.89,,,1.89,,,"KARNATAKA (BENGALURU),RAJASTHAN (JAIPUR),WEST BENGAL (KOLKATA)",Medical and Health
9978,NH,NARAYANA HRUDAYALAYA LTD.,One-time,FREE VACCINATION,(I),SCHEDULE VII (I),,47.72,,,47.72,,,"KARNATAKA (BENGALURU),RAJASTHAN (JAIPUR),WEST BENGAL (KOLKATA)",Medical and Health
9980,NH,NARAYANA HRUDAYALAYA LTD.,One-time,E-HEALTH CENTRES,(I),SCHEDULE VII (I),,5.98,,,5.98,,,RAJASTHAN (JAIPUR),Medical and Health
9981,NATCOPHARM,NATCO PHARMA LTD.,One-time,COMPREHENSIVE FREE AND SUBSIDIZED MEDICAL SERVICES/TREATMENT OF HIGH QUALITY TO THE DESTITUTE AND NEEDY PEOPLE AND ALSO FOR THE EXPANSION OF MEDICAL FACILITIES AND PURCHASE OF MEDICAL EQUIPMENT FOR THE HOSPITAL,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER (COVERED UNDER CLAUSE (I) OF SCHEDULE VII OF THE COMPANIES ACT.",SCHEDULE VII (I),,15.0,,,,SHRIMAD RAJCHANDRA HOSPITAL & RESEARCH CENTER WITH MULTISPECIALTY FACILITIES,15.0,GUJARAT (VALSAD),Medical and Health
9982,NATCOPHARM,NATCO PHARMA LTD.,Ongoing,COVID-19,"SCHEDULE VII, ITEM N0. (I) AND (XII) MINISTRY OF CORPORATE AFFAIRS GENERAL CIRCULAR DATED 23.03.2020","SCHEDULE VII (I), SCHEDULE VII (XII)",40.7,40.7,,NATCO TRUST,40.7,,,"ANDHRA PRADESH (GUNTUR),TAMIL NADU (CHENNAI),TELANGANA (HYDERABAD)",Medical and Health
9987,NATCOPHARM,NATCO PHARMA LTD.,Ongoing,"HEALTH, NUTRITION, WATER, SANITATION AND HYGIENE","SCHEDULE VII (I) UNDER PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE. ENABLING ACCESS TO, OR IMPROVING THE DELIVERY OF, PUBLIC HEALTH SYSTEMS BE CONSIDERED UNDER THE HEAD PREVENTIVE HEALTHCARE OR MEASURES FOR REDUCING INEQUALITIES FACED BY SOCIALLY & ECONOMICALLY BACKWARD GROUPS DISASTER RELIEF CAN COVER WIDE RANGE OF ACTIVITIES THAT CAN BE APPROPRIATELY SHOWN UNDER VARIOUS ITEMS LISTED IN SCHEDULE VII. FOR EXAMPLE, (I) MEDICAL AID CAN BE COVERED UNDER PROMOTING HEALTH CARE INCLUDING PREVENTIVE HEALTH CARE. (II) FOOD SUPPLY CAN BE COVERED UNDER ERADICATING HUNGER, POVERTY AND MALNUTRITION. (III) SUPPLY OF CLEAN WATER CAN BE COVERED UNDER SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER. UNDER SCHEDULE VII, ITEM NO. (I) UNDER POVERTY AND MALNUTRITION","SCHEDULE VII (I), SCHEDULE VII (III), SCHEDULE VII (XII)",410.7,410.7,,NATCO TRUST,410.7,,,"ANDHRA PRADESH (GUNTUR),TAMIL NADU (CHENNAI),TELANGANA (HYDERABAD,NALGONDA,RANGA REDDY,SIDDIPET)",Medical and Health
9988,NATCOPHARM,NATCO PHARMA LTD.,Ongoing,SUPPORT TO GOVERNMENT DEPARTMENTS,"SCHEDULE VII, ITEM NO. (VI)",SCHEDULE VII (VI),7.2,7.2,,NATCO TRUST,7.2,,,ANDHRA PRADESH (GUNTUR),Medical and Health
9993,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,RE-OPENING OF DISTRICT COVID HEALTH CENTRE (DCHC) AT NABARANGPUR (RECURRING EXPENDITURE),ITEM-I (IV),SCHEDULE VII (I),,107.73,,NALCO FOUNDATION,107.73,,,ODISHA (NABRANGPUR),Medical and Health
9994,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF 200 OXYGEN CONCENTRATOR TO DISTRICT ADMINISTRATIONS,ITEM-I (IV),SCHEDULE VII (I),,,,,,,,"ODISHA (ANGUL,KORAPUT)",Medical and Health
9995,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF MEDICAL OXYGEN CYLINDER TO HOSPITALS IN VIZAG,ITEM-I (IV),SCHEDULE VII (I),,5.0,,NALCO FOUNDATION,5.0,,,ANDHRA PRADESH (VISAKHAPATNAM),Medical and Health
9997,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Ongoing,"OPERATION OF MEDICAL HEALTH UNIT (MHU) AT PERIPHERAL VILLAGES OF M&R COMPLEX, DAMANJODI POTANGI, S&P COMPLEX, ANGUL AND UTKAL D & E COAL BLOCK",ITEM-I (IV),SCHEDULE VII (I),350.0,102.55,,NALCO FOUNDATION,102.55,,,"ODISHA (ANGUL,KORAPUT)",Medical and Health
10003,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"SUPPLY OF BIPAP MACHINES AND JUMBO OXYGEN CYLINDERS TO LOCAL HOSPITAL, JEYPORE",ITEM-I (IV),SCHEDULE VII (I),,,,NALCO FOUNDATION,,,,ODISHA (KORAPUT),Medical and Health
10009,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,INFRASTRUCTURAL DEVELOPMENT OF DISTRICT COVID HEALTH CENTRE (DCHC) AT NABARANGPUR (ONE TIME EXPENDITURE),ITEM-I (IV),SCHEDULE VII (I),,54.47,,NALCO FOUNDATION,54.47,,,ODISHA (NABRANGPUR),Medical and Health
10020,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF MEDICAL OXYGEN GENERATORS TO HOSPITALS IN DHARWAD DISTRICT OF KARNATAKA STATE,ITEM-I (IV),SCHEDULE VII (I),,120.7,,NALCO FOUNDATION,120.7,,,KARNATAKA (DHARWAD),Medical and Health
10021,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPORT TO THE STATE IN COVID-19 MANAGEMENT BY SUPPLYING DG SETS TO OXYGEN FILLING STATIONS,ITEM-I (IV),"SCHEDULE VII (I), SCHEDULE VII (XII)",,30.7,,NALCO FOUNDATION,30.7,,,ODISHA,Medical and Health
10023,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF TREE CUTTING MACHINE TO DISTRICT ADMINISTRATION AS AN EMERGENCY MEASURE ARISING OUT OF CYCLONE YAAS.,ITEM-XII (I),SCHEDULE VII (XII),,0.53,,,0.53,,,ODISHA (KHORDHA),Medical and Health
10026,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"FINANCIAL SUPPORT TO ROTARY EYE CARE CENTRE, PURI",ITEM-I (IV),SCHEDULE VII (I),,10.0,,NALCO FOUNDATION,10.0,,,ODISHA (PURI),Medical and Health
10027,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"SUPPLY OF FACE MASK & SANITIZER TO DISTRICT ADMINISTRATION, ANGUL",ITEM-I (IV),SCHEDULE VII (I),,1.33,,NALCO FOUNDATION,1.33,,,ODISHA (KORAPUT),Medical and Health
10034,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"SUPPLY OF FACE MASK & SANITIZER TO DISTRICT ADMINISTRATION, KORAPUT",ITEM-I (IV),SCHEDULE VII (I),,1.82,,NALCO FOUNDATION,1.82,,,ODISHA (KORAPUT),Medical and Health
10035,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"SUPPORT FOR DISTRICT COVID HEALTH CENTRE (DCHC) AT ESI HOSPITAL, BANARPAL, ANGUL",ITEM-I (IV),SCHEDULE VII (I),,276.23,,NALCO FOUNDATION,276.23,,,ODISHA (ANGUL),Medical and Health
10037,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,"CONTRIBUTION TO FLOOD AFFECTED AREA AT RAYALSEEMA, AP",ITEM-I (IV),"SCHEDULE VII (I), SCHEDULE VII (XII)",,100.0,,NALCO FOUNDATION,100.0,,,ANDHRA PRADESH (RAYALASEEMA),Medical and Health
10041,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Ongoing,SUPPORT FOR PLANTATION IN AND AROUND CHANDAKA DAMAPARA WILD LIFE SANCTUARY,ITEM-IV (II),SCHEDULE VII (IV),42.38,42.38,,,42.38,,,"ODISHA (CUTTACK,KHORDHA)",Medical and Health
10044,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF DG SETS TO DISTRICT ADMINISTRATION TO MITIGATE CHALLENGES POSED BY CYCLONE YAAS,ITEM-XII (I),SCHEDULE VII (XII),,1.65,,,1.65,,,ODISHA (KHORDHA),Medical and Health
10047,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,One-time,SUPPLY OF PLASMA CUTTER MACHINE TO DISTRICT ADMINISTRATION TO COMBAT THE PROBLEMS IN THE CYCLONE YAAS,ITEM-XII (I),SCHEDULE VII (I),,1.48,,NALCO FOUNDATION,1.48,,,ODISHA (KHORDHA),Medical and Health
10064,NAVA,NAVA LTD.,One-time,PREVENTIVE MEDICAL HEALTH CAMPS.,(I) PROMOTING HEALTH CARE,SCHEDULE VII (I),,3.9,,,,SOCIAL ORGANISATION FOR VOLUNTARY ACTION,3.9,ODISHA (DHENKANAL),Medical and Health
10067,NAVA,NAVA LTD.,One-time,GRANT IN AID TO BRAHMANI PUBLIC SCHOOL & NIMIDHA SCHOOL.,(II) PROMOTING EDUCATION,SCHEDULE VII (II),,5.96,,,5.96,,,ODISHA (DHENKANAL),Medical and Health
10074,NAVA,NAVA LTD.,One-time,PPE KITS TO CORONA WARRIORS,(I) PROMOTING PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,1.5,,,1.5,,,TELANGANA (BHADRADRI KOTHAGUDEM),Medical and Health
10077,NAVA,NAVA LTD.,One-time,"OXYGEN COMPRESSORS TO EXISTING OXYGEN GENERATION PLANT LOCATED AT ITC, BHADRACHALAM.",(I) PROMOTING HEALTH CARE,SCHEDULE VII (I),,40.01,,,40.01,,,TELANGANA (BHADRADRI KOTHAGUDEM),Medical and Health
10084,NAVA,NAVA LTD.,One-time,COVID-19 PREVENTIVE RELIEF MEASURES IN PERIPHERY AREAS.,(I) PROMOTING HEALTH CARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,0.06,,,0.06,,,ODISHA (DHENKANAL),Medical and Health
10096,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,MOBILE HEALTH SERVICES IN VILLAGES FOR MEDICAL CARE INCLUDING ROUTINE CHECK-UP AND MEDICINES,HEALTH CARE,SCHEDULE VII (I),,1.0,,,1.0,,,MADHYA PRADESH (DEWAS),Medical and Health
10097,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,MOBILE HEALTH SERVICES IN VILLAGES FOR MEDICAL CARE INCLUDING ROUTINE CHECK-UP AND MEDICINES,HEALTH CARE,SCHEDULE VII (I),,7.0,,,7.0,,,GUJARAT (SURAT),Medical and Health
10101,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,PROVIDED A PATIENT LIFT IN DEWAS DISTRICT HOSPITAL,HEALTH CARE,SCHEDULE VII (I),,5.0,,,5.0,,,MADHYA PRADESH (DEWAS),Medical and Health
10104,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,MEDICAL VANS TO SURAT MUNICIPAL CORPORATION HEALTH DEPT. FOR CATERING TO REMOTE VILLAGES FOR COVID 19 RAPID TEST,HEALTH CARE,SCHEDULE VII (I),,6.0,,,6.0,,,GUJARAT (SURAT),Medical and Health
10105,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,"COVID 19 SUPPORT FOR OXYGEN SUPPLY SYSTEM, CREATING COVID CARE FACILITY AND TOWARDS CONSUMABLES FOR SAFETY OF CARE GIVERS AND PATIENTS, PROCUREMENT AND INSTALLATION OF AN AUTOMATED MICROTOME AND AUTOMATED STRAINER",HEALTH CARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,92.0,,,,CHARUTAR AROGYA MANDAL,92.0,GUJARAT (KARAMSAD),Medical and Health
10106,NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LTD.,One-time,PURCHASE OF EQUIPMENT FOR MEETING COST OF FREE EYE SURGERIES,HEALTH CARE,SCHEDULE VII (I),,200.0,,,,SHRI SADGURU SEVA SANGH TRUST,200.0,MADHYA PRADESH (SATNA),Medical and Health
10108,NAVNETEDUL,NAVNEET EDUCATION LTD.,One-time,PROMOTING HEALTH CARE / PREVENTING HEALTH CARE,(I),SCHEDULE VII (I),,136.0,,NAVNEET FOUNDATION,136.0,,,"GUJARAT,MAHARASHTRA",Medical and Health
10112,NAZARA,NAZARA TECHNOLOGIES LTD.,One-time,"MEDICAL ASSISTANCE TO POOR PEOPLE BY WAY OF DONATION, MEDICATION AND TREATMEN",(I),SCHEDULE VII (I),,15.0,,DR.B.K.GOYAL HEART FOUNDATION,15.0,,,MAHARASHTRA (MUMBAI),Medical and Health
10114,NAZARA,NAZARA TECHNOLOGIES LTD.,One-time,ACT VACCINATION,(XII),SCHEDULE VII (XII),,10.0,,"UNITED WAY OF BENGALURU, GOVT.OF TAMIL NADU",10.0,,,KARNATAKA (BENGALURU),Medical and Health
10115,NAZARA,NAZARA TECHNOLOGIES LTD.,One-time,HELP TRIBALS FIGHT HUNGER,(I),SCHEDULE VII (I),,3.0,,EARTHANGELS WELFARE FOUNDATION,3.0,,,MAHARASHTRA (SHAHAPUR),Medical and Health
10117,NBCC,NBCC (INDIA) LTD.,One-time,PROCUREMENT OF 12 UNITS OF OXYGEN CONCENTRATORS.,VII ITEM NO.(I),SCHEDULE VII (I),,14.91,,,14.91,,,DELHI (NEW DELHI),Medical and Health
10118,NBCC,NBCC (INDIA) LTD.,Ongoing,"INSTALLATION OF 2 OXYGEN GENERATION PLANTS AND 2 DIESEL GENERATOR SETS, SIDDHARTH ANAGAR, (AN ASPIRATIONAL DISTRICT) UP.",SCHEDULE- VII ITEM NO.(I),SCHEDULE VII (I),93.52,,93.52,,,,,UTTAR PRADESH (SIDDHARTH NAGAR),Medical and Health
10126,NCC,NCC LTD.,One-time,ONE TIME CAPEX FOR SETTING UP COMPREHENSIVE LACTATION MANAGEMENT CENTER (CLMC) IN LUCKNOW,I,SCHEDULE VII (I),,60.0,,,,SUSHENA HEALTH FOUNDATION,60.0,UTTAR PRADESH (LUCKNOW),Medical and Health
10127,NCC,NCC LTD.,One-time,ROBOTICS IN ACADEMICS  HANDS ON TRAINING TO 500 CHILDREN FROM GOVT. SCHOOLS IN THE LATEST ROBOTICS TECHNOLOGIES,II,SCHEDULE VII (II),,5.19,,,,SOHAM ACADEMY OF HUMAN EXCELLENCE,5.19,TELANGANA (HYDERABAD),Medical and Health
10137,NCC,NCC LTD.,One-time,COMPREHENSIVE LACTATION MANAGEMENT CENTER (CLMC) AND MOTHERS MILK BANK (MBB) AT GOVT. GENERAL HOSPITAL,I,SCHEDULE VII (I),,25.0,,,,SUSHENA HEALTH FOUNDATION,25.0,ANDHRA PRADESH (KAKINADA),Medical and Health
10138,NCC,NCC LTD.,One-time,ISOLATION CENTER FOR POLICE PERSONNEL AND THEIR FAMILIES INFECTED WITH COVID 19  HCSC,I,"SCHEDULE VII (I), SCHEDULE VII (XII)",,20.0,,,,NIRMAAN ORGANISATION,20.0,TELANGANA (HYDERABAD),Medical and Health
10140,NCC,NCC LTD.,One-time,ROBOTICS IN ACADEMICS  HANDS ON TRAINING TO 1000+ CHILDREN FROM GOVT. SCHOOLS IN THE LATEST ROBOTICS TECHNOLOGIES,II,SCHEDULE VII (II),,10.26,,,,SOHAM ACADEMY OF HUMAN EXCELLENCE,10.26,TELANGANA (HYDERABAD),Medical and Health
10144,NCC,NCC LTD.,One-time,"PURCHASE AND SUPPLY OF OXYGEN CONCENTRATORS TO THE GOVERNMENT HOSPITAL AT CHITTOR, AP FOR TREATING THE PATIENTS WHO HAD CONTRACTED COVID 19",I,SCHEDULE VII (I),,36.69,,,36.69,,,ANDHRA PRADESH (CHITTOOR),Medical and Health
10151,NECLIFE,NECTAR LIFESCIENCES LTD.,One-time,PREVENTIVE HEALTHCARE AND COVID CARE,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER",SCHEDULE VII (I),,5.0,,,,DELHI SIKH GURUDWARA MANAGEMENT COMMITTEE,5.0,DELHI (CENTRAL DELHI),Medical and Health
10152,NECLIFE,NECTAR LIFESCIENCES LTD.,One-time,PREVENTIVE HEALTHCARE AND COVID CARE,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER",SCHEDULE VII (I),,10.0,,,,"GURU HARKRISHAN HOSPITAL, DELHI",10.0,DELHI (CENTRAL DELHI),Medical and Health
10153,NECLIFE,NECTAR LIFESCIENCES LTD.,One-time,PREVENTIVE HEALTHCARE AND COVID CARE,"ERADICATING HUNGER, POVERTY AND MALNUTRITION, PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER",SCHEDULE VII (I),,2.5,,,,AASRA SHIKSHA SMITI,2.5,UTTAR PRADESH (GAUTAMBUDDHA NAGAR),Medical and Health
10156,NELCAST,NELCAST LTD.,One-time,HEALTHCARE,"HEALTH CAMPS, MEDICAL HELP TO UNDERPREVILIGED, MALNUTRITION REDUCTION, HUNGER RELIEF, RELIEF FOR COVID-19 ETC.,","SCHEDULE VII (I), SCHEDULE VII (XII)",,18.0,,,18.0,,,TAMIL NADU (TIRUVALLUR),Medical and Health
10157,NELCAST,NELCAST LTD.,One-time,HEALTHCARE,"HEALTH CAMPS, MEDICAL HELP TO UNDERPREVILIGED, MALNUTRITION REDUCTION, HUNGER RELIEF, RELIEF FOR COVID-19 ETC.,","SCHEDULE VII (I), SCHEDULE VII (XII)",,10.0,,,,DR.MEHTA'S MEDICAL TRUST,10.0,TAMIL NADU (CHENNAI),Medical and Health
10159,NELCAST,NELCAST LTD.,One-time,HEALTHCARE,"HEALTH CAMPS, MEDICAL HELP TO UNDERPREVILIGED, MALNUTRITION REDUCTION, HUNGER RELIEF, RELIEF FOR COVID-19 ETC.,","SCHEDULE VII (I), SCHEDULE VII (XII)",,6.0,,,,CANCER RESEARCH & RELIEF TRUST,6.0,TAMIL NADU (CHENNAI),Medical and Health
10160,NELCAST,NELCAST LTD.,One-time,HEALTHCARE,"HEALTH CAMPS, MEDICAL HELP TO UNDERPREVILIGED, MALNUTRITION REDUCTION, HUNGER RELIEF, RELIEF FOR COVID-19 ETC.,","SCHEDULE VII (I), SCHEDULE VII (XII)",,1.0,,,,ARANYA FOUNDATION,1.0,TAMIL NADU (CHENNAI),Medical and Health
10162,NELCAST,NELCAST LTD.,One-time,HEALTHCARE,"HEALTH CAMPS, MEDICAL HELP TO UNDERPREVILIGED, MALNUTRITION REDUCTION, HUNGER RELIEF, RELIEF FOR COVID-19 ETC.,","SCHEDULE VII (I), SCHEDULE VII (XII)",,20.17,,,20.17,,,ANDHRA PRADESH (NELLORE),Medical and Health
10181,NEOGEN,NEOGEN CHEMICALS LTD.,One-time,HEALTH CHECKUP CAMPS & AWARENESS ORGANISED BY NMMC,I,SCHEDULE VII (I),,0.15,,,0.15,,,MAHARASHTRA (NAVI MUMBAI),Medical and Health
10182,NEOGEN,NEOGEN CHEMICALS LTD.,One-time,COVID-19 RELIEF  PROVIDING NECESSITIES TO COMBAT COVID-19,XII,SCHEDULE VII (XII),,0.36,,,0.36,,,GUJARAT (VADODARA),Medical and Health
10187,NESCO,NESCO LTD.,One-time,DISTRIBUTION OF SANITIZERS,PROMOTING HEALTH CARE AND PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,62.82,,NESCO FOUNDATION FOR NNOVATION & DEVELOPMENT,62.82,,,GUJARAT (ANAND),Medical and Health
10189,NESCO,NESCO LTD.,One-time,PROVIDING AFFORDABLE MEDICAL FACILITIES,PROMOTING HEALTH CARE AND PREVENTIVE HEALTH CARE,SCHEDULE VII (I),,125.0,,,,MOTIBA MEMORIAL SEVA SAMAJ TRUST,125.0,"GUJARAT (AHMEDABAD,GANDHINAGAR,MANSA)",Medical and Health
10193,NESCO,NESCO LTD.,One-time,SUPPORTING COVID CARE CENTRE,PROMOTING HEALTH CARE AND PREVENTIVE HEALTH CARE,"SCHEDULE VII (I), SCHEDULE VII (XII)",,3.91,,,3.91,,,MAHARASHTRA (MUMBAI),Medical and Health
10199,NESTLEIND,NESTLE INDIA LTD.,Ongoing,PROJECT SERVE SAFE FOOD,II,SCHEDULE VII (II),2.0,2.0,,,,NIDAN,2.0,BIHAR (GAYA),Medical and Health
10204,NESTLEIND,NESTLE INDIA LTD.,Ongoing,EMPLOYEE VOLUNTEERING PROGRAMME,"I, IV","SCHEDULE VII (I), SCHEDULE VII (IV)",4.0,4.0,,MITRA TECHNOLOGY FOUNDATION (I-VOLUNTEER),4.0,,,"DELHI,HARYANA (GURUGRAM),MAHARASHTRA (MUMBAI),TAMIL NADU (CHENNAI),WEST BENGAL (KOLKATA)",Medical and Health
10206,NESTLEIND,NESTLE INDIA LTD.,One-time,PROJECT SERVE SAFE FOOD,II,SCHEDULE VII (II),,69.0,,,,NIDAN,69.0,"TAMIL NADU (CHENGALPET,KANCHEEPURAM,SALEM),UTTAR PRADESH (LUCKNOW,VARANASI)",Medical and Health
